code,country,name,phone,uen,account_manager,remark,credit_term,credit_limit,poc_first_name,poc_phone,poc_email,poc_title,address_address,address_unit_no,address_building_name,address_postal_code,address_phone
S0060,SINGAPORE,SIN SHENG PRESS,6252 1882,197101256K,,,NET 30,,Huiling,,tan.huiling@salestrade.com.sg,,"1004 TOA PAYOH NORTH,
# 02 - 16/17
SINGAPORE 318995",16/17,,318995,6252 1882
S0061,SINGAPORE,SS INT'L ENGINEERING,6741  1378,52913773M,,,NET 30,,KELVIN,6741 1378,kelvin@ssint.com.sg,,"50 BUKIT BATOK STREET 23 , MIDVIEW BUILDING
#04 - 17
SINGAPORE 659578
",17,,659578,6741  1378
S0062,SINGAPORE,SMP PTE LTD,67487516,200408702G,,,NET 30,,SIMON CHEONG ,67487516,simoncheong@smpasean.com,,"18 KAKI BUKIT ROAD 3
#03 - 06
SINGAPORE 415978
",06,,415978,67487516
S0063,SINGAPORE,SINO TAC RESOURCES PTE LTD,62980988,199907715Z,,,NET 30,,MR KENNETH HO    H/P: 9731 6877,6298 0988,,,"1 JALAN BERSEH ,    
SINGAPORE 
",,,,62980988
S0064,MALAYSIA,S A S SAFETY AUTO SDN. BHD.,1551603-8961 3028,,,,NET 30,,ESTHER,03-8961 9963,,,"1 JALAN TERAS 4, KAWASAN PERIND TERAS BALAKONG ,TAMAN INDUSTRIA SELESA JAYA,
#  -  
BALAKONG CHERAS 43300
SELANGOR MALAYSIA
", ,,43300,1551603-8961 3028
S0065,SINGAPORE,SIONG LIM HANG,6291 0988 / 9617 0732,08732500D,,,NET 30,,MR DAVID CHUA,6291 0988,,,"924 HOUGANG AVE 9 
SINGAPORE 530924
",,,530924,6291 0988 / 9617 0732
S0066,SINGAPORE,SUPER-LIGHT TRADING PTE LTD,62613833,198803501Z,,,NET DUE,,MR DAVID CHUA,6291 0988,,," 114 Neythal Road,
SINGAPORE 628601
",,,628601,62613833
S0067,SINGAPORE,SPECIALIST STATIONERY PTE LTD,6878 0888,200207995Z,,,NET 30,,MR DAVID CHUA,6291 0988,,,"211 HENDERSON ROAD ,
HENDERSON INDUSTRIAL PARK
#11 - 04
SINGAPORE 159552
",04,,159552,6878 0888
S0068,SINGAPORE,SIN LIAN SENG BOLTS & NUTS PTE LTD,6748 3226,198602736W,,,NET 30,,MR JOHN GOH  h/p: 9002 7900,6748 3226,johngoh@sinlianseng.com.sg,,"11 JALAN MESIN ,STANDARD INDUSTRIAL BUILDING
#01 - 00
SINGAPORE 368813
",00,,368813,6748 3226
S0069,SINGAPORE,SOON HUAT HENG METAL INDUSTRY,6482 1118,46548100X,,,NET 30,,Mr.Albert Chan,64821118,shhmi@singnet.com,,"69B JOO KOON CIRCLE,
SINGAPORE 629086
",,,629086,6482 1118
S0070,SINGAPORE,S.K. AIR-CONDITION SERVICE,9782 8762,52905444B,,,NET 30,,SIM LIM,9782 8762,,,"175 WOODLANDS STREET 13
#06 - 319
SINGAPORE 730175
",319,,730175,9782 8762
S0071,SINGAPORE,SHARP SINGAPORE ELECTRONICS CORPORATION PTE LTD,6419 3388,198600094W,,,NET 30,,SIM LIM,9782 8762,,,"438B ALEXANDRA ROAD,ALEXANDRA TECHNOPARK
#06 - 01/02/04
SINGAPORE 119968
",01/02/04,,119968,6419 3388
S0072,SINGAPORE,ERGO INSURANCE PTE LTD,6287 2718,199305211H,,,NET 30,,SIM LIM,9782 8762,,," C/O DAVERIE AGENCY PTE LTD,
BLOCK 238, HOUGANG AVENUE 1,
#02 - 304
SINGAPORE 530238
",304,,530238,6287 2718
S0073,SINGAPORE,STA INSPECTION PTE LTD,6452 1398,198204973D,,,NET 30,,SIM LIM,9782 8762,,,"302 SIN MING ROAD
SINGAPORE 575627
",,,575627,6452 1398
S0075,SINGAPORE,SPHEROS CLIMATE SYSTEMS PTE LTD,,200723709H,,,NET 30,,SIM LIM,9782 8762,,,"25 INTERNATIONAL BUSINESS PARK ,    
# 03
GERMIN CENTRE, 
SINGAPORE 609916",,,609916,
S0076,SINGAPORE,SUNDRIDGE PTE LIMITED,6455 8233,198702809K,,,NET 30,,Mr. Lister Low,64558233 / 97898993,listerlow@sundridge.com.sg,," 24 GUL  AVENUE
SINGAPORE 629664
",,,629664,6455 8233
S0077,SINGAPORE,SOLUTION PLASTICS PTE LTD,6875 0283,200800562W,,,NET 30,,Angela,6875 0283,sales@solutionplastics.com.sg,,"32 OLD TOH TUCK ROAD,I.BIZ CENTRE
#05 - 04
SINGAPORE 597658
",04,,597658,6875 0283
S0078,SINGAPORE,SINGDUCT (S) PTE LTD,"6383 3018,",200403192M,,,NET 30,,ESTHER,6383 3018,,,"20 ANG MO KIO INDUSTRIAL PARK 2A , AMK TECHLINK
#03 - 27
SINGAPORE 567761
",27,,567761,"6383 3018,"
S0079,SINGAPORE,SYSTEMATIC AIRCONDITIONING PTE LTD,6484 7188,199800703G,,,NET 30,,ESTHER,6383 3018,,,"11 SENOKO AVENUE
SINGAPORE 758301",,,758301,6484 7188
S0080,SINGAPORE,STARHUB LTD,,199802208C,,,NET 30,,ESTHER,6383 3018,,,"67 UBI AVENUE 1 ,  
# 05 - 01
STARHUB  GREEN   
SINGAPORE 408942",01,,408942,
S0081,SINGAPORE,SINGTEL,,201011892K,,,NET 30,,ESTHER,6383 3018,,,"ROBINSON RD P.O BOX 282
SINGAPORE 900532", ,,900532,
S0082,SINGAPORE,SP SERVICES LTD,,199504470N,,,NET 30,,ESTHER,6383 3018,,,"ORCHARD P.O.BOX 341
SINGAPORE 912312",,,912312,
S0083,SINGAPORE,SOON TAT EXPRESS PTE LTD,6745 2355,199700813K,,,NET 30,,ESTHER,6383 3018,,,"37 TANNERY LANE, TANNERY HOUSE,
#01 - 05
SINGAPORE 347790
",05,,347790,6745 2355
S0084,SINGAPORE,SINGAPORE PRESS HOLDINGS LIMITED,,198402868E,,,NET 30,,ESTHER,6383 3018,,,"LOCKED BAG NO.10, ROBINSON ROAD POST OFFICE,
SINGAPORE 908186", ,,908186,
S0085,SINGAPORE,SINGAPORE POST LIMITED,,199201623M,,,NET 30,,ESTHER,6383 3018,,,"10 EUNOS ROAD 8, FINANCE BUILDING UNIT
SINGAPORE POST CENTRE
#07 - 31
SINGAPORE 408600
",31,,408600,
S0086,SINGAPORE,SMARTIES@WORK,6846 0996,53027842A,,,NET 30,,ESTHER,6383 3018,,,"45 KALLANG PUDDING ROAD,ALPHA BUILDING
#10 - 01
SINGAPORE 629101
",01,,629101,6846 0996
S0087,SINGAPORE,SIN HING NEWSPAPER AGENCY,6665 1822,25922400J,,,NET 30,,ESTHER,6383 3018,,,"51 BUKIT BATOK CRESCENT ,UNITY CENTRE
#03 - 19
SINGAPORE 658077
",19,,658077,6665 1822
S0088,SINGAPORE,SOONEST EXPRESS (S) PTE LTD,6785 4456,199805285Z,,,NET 30,,ESTHER,6383 3018,,,"11 TAMPINES STREET 92,    
# 02 - 08
TAMPINES BIZ HUB 
SINGAPORE 528872",08,,528872,6785 4456
S0089,SINGAPORE,SINGAPORE GENERAL HOSPITAL,6222 3322,198703907Z,,,NET 30,,ESTHER,6383 3018,,,"OUTRAM ROAD, 
SINGAPORE 169608",,,169608,6222 3322
S0090,SINGAPORE,SHECEY (SINGAPORE) PTE LTD,6276 3383,199803737W,,,NET 30,,ESTHER,6383 3018,,,"51 BUKIT BATOK CRESCENT , UNITY CENTRE
# 07 - 30/31
SINGAPORE 658077",30/31,,658077,6276 3383
S0091,SINGAPORE,SINGAPORE MARKETING SERVICES PTE LTD,6338 9962,197900182D,,,NET 30,,ESTHER,6383 3018,,,"1 ROCHOR CANAL ROAD,    
# 04
SIM LIM SQUARE, 
SINGAPORE 188504",,,188504,6338 9962
S0092,SINGAPORE,SYNER-G TECHNOLOGIES PTE LTD,6299 4495,200612208G,,,NET 30,,ESTHER,6383 3018,,,"28 KALLANG PLACE
#05 - 08
SINGAPORE 339158
",08,,339158,6299 4495
S0093,SINGAPORE,SM COMPONENT,6569 1110,52909625X,,,NET 30,,ESTHER,6383 3018,,,"196 PANDAN LOOP ,PANTECH BUSINESS HUB
#06 - 01
SINGAPORE 128384
",01,,128384,6569 1110
S0094,SINGAPORE,SLM CONSULTING PTE LTD,6848 7156,199903438H,,,NET 30,,ESTHER,6383 3018,,,"629 ALJUNIED ROAD , CITITECH INDUSTRIAL BUILDING
# 06
SINGAPORE 389838",,,389838,6848 7156
S0095,SINGAPORE,SIN HONG HARDWARE PTE LTD,6265 1555,198804801Z,,,NET 30,,IRENE WONG,6265 1555,oem4@sinhong.com,,"3 KIAN TECK CRESCENT
SINGAPORE 628881
",,,628881,6265 1555
S0096,SINGAPORE,SAM-UNITED MACHINE TOOLS PTE LTD,6286 2822,198903721W,,,NET 30,,Bertie Tan/Soo,62862822,samunited12@singnet.com.sg,," 21 WOODLANDS CLOSE,PRIMZ BIZHUB
#05 - 44
SINGAPORE 737854
",44,,737854,6286 2822
S0097,SINGAPORE,SIMTEC TOOLS INDUSTRADES,6790 8417,53138656B,,,NET 30,,MR WILSON SIM ,93842238/67908417,simtectool@singnet.com.sg ,,"662A JURONG WEST ST 64,
#14 - 328
SINGAPORE 641662
",328,,641662,6790 8417
S0098,SINGAPORE,SENG JOO HONG MOTOR,9108 8443,52216800X,,,NET 30,,MR WILSON SIM ,93842238/67908417,simtectool@singnet.com.sg ,,"738 WOODLAND CIRCLE,
#06 - 379
SINGAPORE 730738
",379,,730738,9108 8443
S0099,SINGAPORE,SINGAPORE EXHIBITION SERVICES PTE LTD,6233 6638,197000345C,,,NET 30,,MR WILSON SIM ,93842238/67908417,simtectool@singnet.com.sg ,,"1 JALAN KILANG TIMOR ,   
# 09 - 02
PACIFIC TECH CENTRE  
SINGAPORE 159303",02,,159303,6233 6638
S0100,SINGAPORE,SING LEE MACHINERY & TRADING PTE LTD,6292 0355 / 6292 0924,198401527D,,,NET 30,,MR JONATHAN NG  H/P: 9726 7762,6292 0355,sing_lee@singnet.com.sg,,"320 KING GEORGE'S AVENUE
SINGAPORE 208564
", ,,208564,6292 0355 / 6292 0924
S0101,SINGAPORE,"STEVEN LEE, DASON & PARTNERS",,53130909J,,,NET 30,,MR JONATHAN NG  H/P: 9726 7762,6292 0355,sing_lee@singnet.com.sg,,"20 MALACA STREET ,   
# 06
MALACA CENTRE 
SINGAPORE ",,,,
S0102,SINGAPORE,SPARCO PAINTS (S) PTE LTD,6265 1188,,,,NET DUE,,MR DAVID LOW M.H.  H/P: 9732 4114,6265 1188,sparco2k@singnet.com.sg,,"15 TUAS ST
SINGAPORE 638452
",,,638452,6265 1188
S0103,SINGAPORE,SOON INTERIOR DESIGN,6367 1393,,,,NET DUE,,MR DAVID LOW M.H.  H/P: 9732 4114,6265 1188,sparco2k@singnet.com.sg,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0104,SINGAPORE,SING HUAT HAREWARE & MACHINERY PTE LTD**,6367 1393,,,,NET DUE,,KIEW SEO WAN ,68614782,sales178@singhuat.com,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0105,SINGAPORE,SG LEXBUILD AUTO & TRADING PTE LTD**,6367 1393,,,,NET 30,,KIEW SEO WAN ,68614782,sales178@singhuat.com,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0106,SINGAPORE,SHANGHAI TONG LEE HARDWARE PTE LTD,6367 1393,,,,NET DUE,,KIEW SEO WAN ,68614782,sales178@singhuat.com,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0107,SINGAPORE,SBS - SINGA BEARINGS SOLUTIONS PTE LTD,6367 1393,,,,NET DUE,,KIEW SEO WAN ,68614782,sales178@singhuat.com,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0108,SINGAPORE,SEAWALK HARDWARE TRADING PTE LTD,6367 1393,,,,NET DUE,,MS JUNE ,,,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0109,SINGAPORE,SING SOON HUAT TRADING PTE LTD,6367 1393,201007400R,,,NET DUE,,MS JUNE ,,,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0110,SINGAPORE,SJ MANUFACTURING (2003) PTE LTD,6367 1393,,,,NET DUE,,Mr Aras Sundram,62682111 /6578 5111,aras@sjmfg.com.sg,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0111,SINGAPORE,STANDARD STATIONERY PTE LTD,6367 1393,,,,NET DUE,,Mr Aras Sundram,62682111 /6578 5111,aras@sjmfg.com.sg,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0112,SINGAPORE,SOLAR WORLD ASIA PACIFIC PTE LTD,6367 1393,,,,NET DUE,,MR CHONG JOON HUEI ,,,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0113,SINGAPORE,SINO TOOLING SYSTEM,6367 1393,,,,NET DUE,,Sales ,6566 7668 ,sales@sinotool.com.sg,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0114,SINGAPORE,Space Electronics Pte Ltd,6367 1393,,,,NET DUE,,MS Jennifer,,space@starhub.com.net.sg,,"SUNGEI KADUT CRESCENT
# 01
SINGAPORE ",,,,6367 1393
S0115,SINGAPORE,SINDO MARINE SUPPLIES PTE LTD,6294 2566,,,,NET DUE,,MAY /ALLAN ,,mailto:alanchik@singnet.com.sg/aasindo@singnet.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0116,SINGAPORE,S.K.ROSENBAUER PTE LTD,6294 2566,,,,NET DUE,,EILEEN WEE/CHLOE LIM ,6862 3155,sales@skrosebaner.com /eileen.wee@skrosebaner.com ,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0117,SINGAPORE,SAFETYWARE SDN.BHD.,6294 2566,632971-X,,,NET DUE,,Ms: Beh Yee Fern,+6 04-5023882  (8 lines)  ,yeefern@safetyware.net ,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0118,SINGAPORE,SIONG MOTOR WORKSHOP,6294 2566,,,,NET DUE,,Ms: Beh Yee Fern,+6 04-5023882  (8 lines)  ,yeefern@safetyware.net ,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0119,SINGAPORE,SPRAYING SYSTEMS CO (S) PTE LTD,6294 2566,199004936D,,,NET 30,,EDWIN LEE,9054 3692 /67786911,edwinlee@spray.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0120,SINGAPORE,SHIPBLAST MARINE PTE LTD,6294 2566,1995002030,,,NET DUE,,MS LOUIS TAN,9618 7557,louis@shipblastmarine.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0121,SINGAPORE,SPRINGWELL MARKETING SERVICES PTE LTD,6294 2566,200004880C,,,NET DUE,,STEVEN LEOW,"9632 8058, 6483 0319",steven@springwell.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0122,SINGAPORE,SM SYSTEM CONTROL PTE LTD,6294 2566,199408154K,,,NET 30,,MS CHRISTINA,6853 2555,christina@smsystem.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0123,SINGAPORE,SAVINO DEL BENE (S) PTE LTD,6294 2566,198303167E,,,NET 45,,MS CHRISTINA,6853 2555,christina@smsystem.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0124,SINGAPORE,"SHIN CHIN INDUSTRIAL CO., LTD",6294 2566,,,,NET DUE,,CLAIRE CHANG,,claire@sci.com.tw,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0125,SINGAPORE,SUPER-K MARKETING PTE LTD,6294 2566,200604202-R,,,NET DUE,,MS VINCIE LIM,6382 2722,vincie@superK.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0126,SINGAPORE,SERVO DYNAMICS PTE LTD,6294 2566,198602153D,,,NET 30,,DAVID HO,8522 2300,david.ho@servo.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0127,SINGAPORE,ST ENGINEERING MOBILITY SERVICES PTE. LTD.,6294 2566,,,,NET 30,,DAVID HO,8522 2300,david.ho@servo.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0128,SINGAPORE,SOUTHERN GRACE HARDWARE PTE LTD,6294 2566,M2-0072068-7,,,NET DUE,,NICOLE SEAH ,6250 0533 ,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0129,SINGAPORE,SK INSPECTION PTE LTD,6294 2566,201610168C,,,NET 30,,NICOLE SEAH ,6250 0533 ,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0130,SINGAPORE,SUPERIOR LINK MARKETING PTE LTD,6294 2566,201409403R,,,NET 30,,Andrew Choo,93822565,enquiry@superiorlinkmarketing.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0131,SINGAPORE,SANDEN INTERNATIONAL (SINGAPORE) PTE LTD,6294 2566,197702864G,,,NET DUE,,HENRY PALOMA/ANNA TIONG,91507209,henry_paloma@sanden.com.sg,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0132,SINGAPORE,SING HENG INDUSTRIAL SUPPLIES PTE LTD,6294 2566,198804124R,,,NET DUE,,SUSIE,6261 1155,SUSIE@SHIS.COM.SG,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0133,SINGAPORE,STAR MEDICAL CO PTE LTD,6294 2566,,,,NET DUE,,DANLEL,6286 4266,SALES@STARMEDICAL.COM,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0134,SINGAPORE,SEMIKRON ELEKTRONIK GMBH & CO KG,6294 2566,,,,NET DUE,,.,,SALES@SEMIKRON.COM,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0135,SINGAPORE,SPRINGER-EMS PTE LTD,6294 2566,198201083R,,,NET DUE,,MR MIKE NG,96374650,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0136,SINGAPORE,SOON LAIN GLOVES MANUFACTURE PTE LTD,6294 2566,199400037M,,,NET DUE,,JEANETTE LAW,6459 2616 / 2617   ,law.huixian@soonlain.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0137,SINGAPORE,SOLO PTE LTD,6294 2566,201013506H,,,NET 60,,JEANETTE LAW,6459 2616 / 2617   ,law.huixian@soonlain.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0138,SINGAPORE,SOLUTII DECON PTE LTD,6294 2566,202010254D,,,NET 30,,FRANCIS ONG,90991855,francis@solutii-associates.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0139,SINGAPORE,S-CHEM INTERNATIONAL (S) PTE LTD,6294 2566,198804410D,,,NET 30,,MR WALTSON LIM,8838 8383,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0140,SINGAPORE,STEM S.r.l. Unipersonale,6294 2566,,,,NET 30,,MR WALTSON LIM,8838 8383,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0141,SINGAPORE,SPEED-COM SERVICES PTE LTD,6294 2566,200600406D,,,NET 30,,MR WALTSON LIM,8838 8383,,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0142,SINGAPORE,SIEMENS PTE LTD,6294 2566,199605166D,,,NET DUE,,CATHERINE,96749577,catherine.lai@siemens.com,," 1783 GEYLANG BAHRU
KALLANG DISTRIPARK
#01 - 02
SINGAPORE 339708
",02,,339708,6294 2566
S0143,FINLAND,STOLLENWERK & CIE. GMBH,+358447669100,,,,NET DUE,,JANIS EICHENBRENNER,+49 (0) 151 / 10 63 2127,Janis.Eichenbrenner@stollenwerk-koeln.de,," JOENSUUNKATU 7, 24100 SALO 
FINLAND
SINGAPORE 24100
",,,24100,+358447669100
S0144,SINGAPORE,SERVO DYNAMICS PTE LTD,6293 6732,198602153D,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0001,SINGAPORE,TIBS TRADING PTE LTD,6293 6732,198903370M,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0002,SINGAPORE,TAN CHONG & SONS MOTOR CO. (S) PTE LTD,6293 6732,196600450K,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0003,SINGAPORE,T.M COOLING TECHNOLEGY SDN BHD,6293 6732,,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0004,SINGAPORE,TOP TECH MARINE IND. SVS,6293 6732,36860100E,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0005,SINGAPORE,TONG SENG R&E PTE LTD,6293 6732,200209813N,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0006,SINGAPORE,TRANSPEC ASIA PTE LTD,6293 6732,198000311E,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0007,SINGAPORE,TECK CHEN COMPANY,6293 6732,,,,NET 30,,LOW SIN YEN,9338 5798,servodynamics@servo.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0008,SINGAPORE,TAI SIN ELECTRIC LIMITED,6293 6732,198000057W,,,NET 60,,M/S: NACY CHIA,66729298 / DID: 68616181,nancy@taisin.com.sg ,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0009,SINGAPORE,TRANSCOLD AUTO SDN BHD,6293 6732,,,,NET 30,,M/S: NACY CHIA,66729298 / DID: 68616181,nancy@taisin.com.sg ,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0010,SINGAPORE,TAN CHONG INDUSTRIAL MACHINERY (PTE) LTD.,6293 6732,197903273E,,,NET 30,,M/S: NACY CHIA,66729298 / DID: 68616181,nancy@taisin.com.sg ,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0011,SINGAPORE,TAIMARU ENGINEERING PTE LTD,6293 6732,200304314N,,,NET 30,,M/S: NACY CHIA,66729298 / DID: 68616181,nancy@taisin.com.sg ,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0012,SINGAPORE,"TOYO CLUTCH CO.,LTD.",6293 6732,,,,NET 30,,M/S: NACY CHIA,66729298 / DID: 68616181,nancy@taisin.com.sg ,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0013,SINGAPORE,TRIANGLE AUTO PTE LTD,6293 6732,198700116R,,,NET 30,,Mr CK Cheong,+65 6861-6800 ,ckcheong@triangleauto.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0014,SINGAPORE,TUFFI TECH PTE LTD,6293 6732,199307861M,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0015,SINGAPORE,TDS TECHNOLOGY (S) PTE LTD,6293 6732,199603760M,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0016,SINGAPORE,THYE HIN ENTERPRISES SDN. BHD.,6293 6732,,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0017,SINGAPORE,CARRIER TRANSICOLD (S) PTE LTD,6293 6732,197000149R,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0018,SINGAPORE,TECO ELECTRIC & MACHINERY (PTE) LTD,6293 6732,197201331H,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0019,SINGAPORE,TECO ELECTRIC & MACHINERY (PTE) LTD,6293 6732,197201331H,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0020,SINGAPORE,TIMS INTERNATIONAL PTE LTD,6293 6732,200002032K,,,NET 30,,MR DENNIS WEE ,6454 9214 / 6453 4433,tuffi.tech@tuffi.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0021,SINGAPORE,TEAMWORK AIRCON & REFRIGERATION (PTE) LTD,6293 6732,200002815N,,,NET 30,,Joseph Goh,,teamwork@singnet.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0022,SINGAPORE,TRG ASIA PTE LTD,6293 6732,199204827N,,,NET 30,,IVAN TOH   H/P: 9177 2727,6553 5488,ivan.toh@trgasia.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
T0023,SINGAPORE,TENG LENG INDUSTRIES PTE LTD,6293 6732,200405939C,,,NET 30,,IVAN TOH   H/P: 9177 2727,6553 5488,ivan.toh@trgasia.com.sg,," 50 BENDEMEER ROAD
SINGAPORE 339633
",,,339633,6293 6732
