code,name,country,phone,uen,customer_type,address_location,address_unit_no,address_postal_code,address_office_number,poc_first_name,poc_last_name,email,credit_term
L0016,LIM CHIAT HUP LIAN KEE,SINGAPORE,64793509,09047900M,Individual Owner,"6 PENJURU PLACE
SINGAPORE 
SINGAPORE 608781",,608781,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0017,L&M GEOTECHINIC PTE LTD,SINGAPORE,64793509,198400591K,Individual Owner,"6 PENJURU PLACE
SINGAPORE 
SINGAPORE 608781",,608781,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0018,LIANG SENG FOOD INDUSTRY,SINGAPORE,64793509,52903657J,Individual Owner,"6 PENJURU PLACE
SINGAPORE 
SINGAPORE 608781",,608781,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0019,L & M PIPELINE SERVICES PTE LTD,SINGAPORE,64793509,199904705W,,"6 PENJURU PLACE
SINGAPORE 
SINGAPORE 608781",,608781,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0020,LAI HEE POULTRY SUPPLIER,SINGAPORE,64638998,34233300C,Individual Owner,"13 JALAN WAJEK
SINGAPORE 588465
",,588465,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0021,LIM KIM CHONG,SINGAPORE,64638998,,,"13 JALAN WAJEK
SINGAPORE 588465
",,588465,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0022,LIM CHEONG FATT,SINGAPORE,64638998,26748000L,Individual Owner,"13 JALAN WAJEK
SINGAPORE 588465
",,588465,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0023,LEE CHAN CHUEN KEE FRESH PORK DISTRIBUTOR,SINGAPORE,64638998,04834000J,Individual Owner,"13 JALAN WAJEK
SINGAPORE 588465
",,588465,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0024,LONG KUAN HUNG CROCODILE FARM PTE LTD,SINGAPORE,64638998,197702707H,Individual Owner,"13 JALAN WAJEK
SINGAPORE 588465
",,588465,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0025,LEE KOON PUI,SINGAPORE,hp 97971258,,Individual Owner,"871 TAMPINES ST 84
#09 - 45
SINGAPORE 520871
",45,520871,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0026,LEEFON FROZEN FOOD TRADING,SINGAPORE,hp 97971258,52845508K,Individual Owner,"871 TAMPINES ST 84
#09 - 45
SINGAPORE 520871
",45,520871,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0027,LOY KEE MANAGEMENT SERVICES PTE LTD,SINGAPORE,68523322,199504240G,Individual Owner,"24 WOODLANDS TERRACE
SINGAPORE 733448
",,733448,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0028,LAU NGAN HIONG,SINGAPORE,68523322,,Individual Owner,"24 WOODLANDS TERRACE
SINGAPORE 733448
",,733448,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0029,LIM KIANG SENG,SINGAPORE,68523322,,Individual Owner,"24 WOODLANDS TERRACE
SINGAPORE 733448
",,733448,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0030,LIM LEE HOON JUDY,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0031,LEE HOE SEAFOOD,SINGAPORE,63284248 / hp 97521479,38134600D,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0032,LES GOURMANDISES PTE LTD,SINGAPORE,63284248 / hp 97521479,199600486K,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0033,LABWORLD-ONLINE SDN BHD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0034,L & L FOOD SUPPLY,SINGAPORE,63284248 / hp 97521479,52936771L,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0035,LIM CHEE SIONG,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0036,LIM CHEE GUAN PTE LTD,SINGAPORE,63284248 / hp 97521479,200106155M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0037,LIM ENG KOON,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0038,LEE WEE & BROTHERS PTE LTD,SINGAPORE,63284248 / hp 97521479,200415745Z,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0039,LIAN HUAT MARKETING,SINGAPORE,63284248 / hp 97521479,52928431J,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0040,LIM JOO HUAT ENTERPRISE PTE LTD,SINGAPORE,63284248 / hp 97521479,200600596M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0041,LIM CHAI CHEE,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0042,LES AMIS PTE LTD,SINGAPORE,63284248 / hp 97521479,199302687M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0043,LIM SIEW BEE,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0044,LEE SWEE HOE FROZEN FOOD SUPPLIER,SINGAPORE,63284248 / hp 97521479,44595600C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0045,LEONG GUAN FOOD TRADING PTE LTD,SINGAPORE,63284248 / hp 97521479,200309634E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0046,LEE FOOD PTE LTD,SINGAPORE,63284248 / hp 97521479,49783700E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0047,LE MERIDIEN CHANGI,SINGAPORE,63284248 / hp 97521479,53003997D,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0048,LAWRY'S (SINGAPORE) LTD,SINGAPORE,63284248 / hp 97521479,198804646R,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0049,LIM CHUAN WAN,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0050,LUBES MARKETING,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0051,LAND TRANSPORT AUTHORITY,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0052,LAI HEE FOOD SUPPLIES,SINGAPORE,63284248 / hp 97521479,52984297A,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0053,LIM SOK ENG,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0054,LIM HOCK LOCK,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0055,LEE HUAT SEAFOOD SUPPLIER,SINGAPORE,63284248 / hp 97521479,38928500E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0056,LADANG TERNAKAN MAJU SDN BHD (80125-M),SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0057,LEONG HUP POULTRY FARM SDN BHD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0058,LI SHENG FOOD TRADING,SINGAPORE,63284248 / hp 97521479,52961980J,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0059,LIM KIAN SENG FOOD SUPPLIER PTE LTD,SINGAPORE,63284248 / hp 97521479,201024469W,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0060,LEONG HUP (GPS) FARM SADN BHD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0061,LOGIXTICS LLP,SINGAPORE,63284248 / hp 97521479,T06LL1724C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0062,LEEWARD AGENCIES (S) PTE LTD,SINGAPORE,63284248 / hp 97521479,198305348M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0063,L.B. FOOD,SINGAPORE,63284248 / hp 97521479,53052613A,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0064,LACTO ASIA PTE LTD,SINGAPORE,63284248 / hp 97521479,200309954N,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0065,REUSED FOR NEW CUSTOMER,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0066,LIM KEE FOOD MANUFACTURING PTE LTD,SINGAPORE,63284248 / hp 97521479,200207824E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0067,LEE SAY EGG PRODUCTS PTE LTD,SINGAPORE,63284248 / hp 97521479,200305167W,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0068,LONG BEACH SEAFOOD RESTAURANT PTE LTD,SINGAPORE,63284248 / hp 97521479,198204068N,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0069,LANKA MILK FOODS (CWE) PLC,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0070,LEXBULD AUTO AND TRADING PTE LTD,SINGAPORE,63284248 / hp 97521479,200616456D,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0071,LINCOLN REFRIGERATION LIMITED,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0072,LOAN TRUCK DEPT,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0073,LIAN HUP BROTHER PTE LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0074,LANDMARK TRADING PTE LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0075,LEEWAY TRANS-ACT PTE LTD,SINGAPORE,63284248 / hp 97521479,198104597K,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0076,LAGOON EVENTS & ENTERTAINMENT PTE. LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0077,LIM TRADERS PTE LTD,SINGAPORE,63284248 / hp 97521479,200305123D,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0078,LIAN LEE HARDWARD AUTO SPARE PARTS CO,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0079,LG BEAN MANUFACTURER PTE. LTD.,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0080,LITTLE FERRY AGENCIES PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0081,LAGOON EVENTS & ENTERTAINMENT PTE LTD,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0082,LAI KEE FOODSTUFF PTE LTD,SINGAPORE,63284248 / hp 97521479,201213590E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0083,LE STEAK,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0084,LEE THAI KAY,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0085,LIM THIAM CHWEE FOOD SUPPLIER PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0086,LIM SIANG HUAT PTE LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0087,LEEDEN LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0088,LENG YONG MOTOR WORKSHOP,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0089,LONG WEI HOLDINGS PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0090,LIM CHEE GUAN FOOD INDUSTRIES PTE LTD,SINGAPORE,63284248 / hp 97521479,200208385R,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0091,LANRIC (S) PTE LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0092,LEE TAT MACHINERY PTE LTD,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0093,LEY CHOON CONSTRUCTIONS & ENGINEERING PTE LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0094,LIANG YI FOOD INDUSTRIES PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0095,LIM HUP HENG MOTOR CO,SINGAPORE,63284248 / hp 97521479,,Service Workshop,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0096,LEONG SIEW WENG ENGINEERING PTE LTD,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0097,LAM KEE SEONG TOW GAY MERCHANT,SINGAPORE,63284248 / hp 97521479,23907500E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0098,LAM KEE SEONG TOWGAY MERCHANT,SINGAPORE,63284248 / hp 97521479,23907500E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0099,LCK SEAFOOD PTE LTD,SINGAPORE,63284248 / hp 97521479,201211496D,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0100,LEE ZHUANG MARINE PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0101,L M MEAT PTE LTD,SINGAPORE,63284248 / hp 97521479,201504153W,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0102,LAI HUAT (MENG KEE) MOTORS PTE LTD,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0103,LONDON FAT DUCK PTE LTD,SINGAPORE,63284248 / hp 97521479,201437753E,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0104,LIVIO FROZEN FOOD PTE LTD,SINGAPORE,63284248 / hp 97521479,201027193R,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0105,LOCH GROCER PTE LTD,SINGAPORE,63284248 / hp 97521479,201600102C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0106,LM MEAT PTE LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0107,LW ROASTED MEAT PTE LTD,SINGAPORE,63284248 / hp 97521479,201005455C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0108,LIBAN ENTERPRISE PTE LTD,SINGAPORE,63284248 / hp 97521479,201204164K,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0109,LINKWAY LOGISTICS SERVICES PTE LTD,SINGAPORE,63284248 / hp 97521479,,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0110,LEE BIN HONG PIGS SUPPLIER PTE LTD,SINGAPORE,63284248 / hp 97521479,201101263C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0111,LAM'S (SINGAPORE) CULINARY ENTERPRISE PTE LTD,SINGAPORE,63284248 / hp 97521479,200915143H,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0112,LI QUEEN FROZEN FOOD PTE LTD,SINGAPORE,63284248 / hp 97521479,201100398M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0113,LINCO INVESTMENTS PTE LTD,SINGAPORE,63284248 / hp 97521479,201406234G,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0114,LEE CHIN MOI,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0115,LIANG YUAN PTE LTD,SINGAPORE,63284248 / hp 97521479,200821822D,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0116,LHT HOLDINGS LIMITED,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0117,LEI SHIN HOK TRADING CO.,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0118,LIVLON PTE LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0119,LENTOR AMBULANCE PTE LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0120,LEGEND MOTORS & LEASING PTE LTD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0121,LYON EXPRESS PTE. LTD.,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0122,LIU'S BROTHER AUTO WORKSHOP,SINGAPORE,63284248 / hp 97521479,,Service Workshop,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0123,LEE SWEE CHU,SINGAPORE,63284248 / hp 97521479,CI60159003,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0124,LI SHENG AUTOMOBILE ( 1999 ) PTE. LTD.,SINGAPORE,63284248 / hp 97521479,52887845W,Service Workshop,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0125,LEK AUTO PTE LTD,SINGAPORE,63284248 / hp 97521479,201929524C,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0126,LES AMIS HOLDINGS PTE LTD,SINGAPORE,63284248 / hp 97521479,199302687M,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0127,LLMS LOGISTICS PTE LTD,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0128,LUCK TRANSPORTATION SERVICES,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0129,LI FANG IMPERIAL KITCHEN PTE. LTD.,SINGAPORE,63284248 / hp 97521479,201204250H,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0130,LINEAGE LOGISTICS MANDAI PTE LTD,SINGAPORE,63284248 / hp 97521479,202300303R,Distributor,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET 30
L0131,LEGEND INTEGRATED LOGISTICS PTE. LTD.,SINGAPORE,63284248 / hp 97521479,200822162H,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0132,LEGEND LOGISTICS LIMITED,SINGAPORE,63284248 / hp 97521479,,Fleet Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
L0133,LM MANUFACTURING & PROCESSING PTE LTD,SINGAPORE,63284248 / hp 97521479,,,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
M0001,M.R.U. SDN BHD,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
M0002,MANDALA AUTO AIR CONDITIONING CENTRE,SINGAPORE,63284248 / hp 97521479,,Individual Owner,"317 UBI AVE1
SINGAPORE 
SINGAPORE 400317",,400317,93822300,MS XIAO RONG,,gana@singlong.com,NET DUE
